City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
398,Kavieng,PG,-2.5744,150.7967,85.19,67,79,9.28,broken clouds
399,Velingara,SN,13.15,-14.1167,69.98,92,100,5.28,light rain
400,Reconquista,AR,-29.15,-59.65,75.38,43,0,10.47,clear sky
401,Marsh Harbour,BS,26.5412,-77.0636,80.24,69,19,15.26,few clouds
402,Ahipara,NZ,-35.1667,173.1667,56.68,64,12,13.42,few clouds
403,Santa Cruz Del Sur,CU,20.7147,-77.9956,81.09,75,13,11.92,light rain
404,Marsa Matruh,EG,31.3525,27.2453,73.45,73,0,10.47,clear sky
405,Severo-Yeniseyskiy,RU,60.3725,93.0408,30.16,91,100,3.67,overcast clouds
406,Nichinan,JP,31.6,131.3667,76.68,81,79,13.18,broken clouds
407,Taoudenni,ML,22.6783,-3.9836,93.42,9,4,9.48,clear sky
408,Nederland,US,29.9744,-93.9924,82.44,93,20,5.75,few clouds
409,Dharchula,IN,29.85,80.5333,67.73,82,4,4.81,clear sky
410,Vila,PT,42.0304,-8.1588,54.7,93,100,1.23,overcast clouds
411,Half Moon Bay,US,37.4636,-122.4286,76.5,79,90,3.44,overcast clouds
412,Kirakira,SB,-10.4544,161.9205,82.27,76,100,7.18,overcast clouds
413,Katsuura,JP,35.1333,140.3,76.1,69,97,14.18,overcast clouds
414,Sungaipenuh,ID,-2.0833,101.3833,71.37,82,39,1.54,scattered clouds
415,Bow Island,CA,49.8668,-111.3684,78.55,27,100,10.36,overcast clouds
416,Vryheid,ZA,-27.7695,30.7917,62.69,41,1,2.48,clear sky
417,Cayenne,GF,4.9333,-52.3333,83.08,79,0,5.99,clear sky
418,Monte Alegre,BR,-2.0078,-54.0692,74.84,87,16,2.64,few clouds
419,Pachino,IT,36.7186,15.0907,75.6,85,94,14.36,overcast clouds
420,Cockburn Town,TC,21.4612,-71.1419,83.14,72,11,8.97,few clouds
421,Ust-Kuyga,RU,70.0167,135.6,25.68,98,50,4.88,scattered clouds
422,Araouane,ML,18.9048,-3.5265,91.35,11,0,7.36,clear sky
423,Yeppoon,AU,-23.1333,150.7333,71.38,64,71,15.88,broken clouds
424,Qasigiannguit,GL,68.8193,-51.1922,25.05,76,0,5.12,clear sky
425,Arroio Grande,BR,-32.2375,-53.0869,59.29,99,86,4.79,overcast clouds
426,Dondo,MZ,-19.6094,34.7431,69.31,88,8,3.96,clear sky
427,Kuopio,FI,62.8924,27.677,40.95,100,10,1.14,fog
428,Sungairaya,ID,0.7,108.9,82.33,74,60,3.29,broken clouds
429,Jarwal,IN,27.1667,81.55,78.64,89,0,6.33,clear sky
430,Qesarya,IL,32.5189,34.9046,73.99,67,1,7.25,clear sky
431,Rehoboth,NA,-23.3167,17.0833,65.98,26,100,4.12,overcast clouds
432,Sabha,LY,27.0377,14.4283,72.64,27,0,8.86,clear sky
433,Mayumba,GA,-3.432,10.6554,75.43,90,100,7.52,light rain
434,Lata,PT,40.1629,-8.3327,66.04,95,100,2.89,overcast clouds
435,Folldal,NO,62.1325,9.9968,45.75,97,100,9.84,overcast clouds
436,Abu Samrah,SY,35.3029,37.1841,66.79,66,0,9.46,clear sky
437,Te Anau,NZ,-45.4167,167.7167,52.66,59,70,5.59,broken clouds
438,Harrisonburg,US,38.4496,-78.8689,68.99,75,1,0.0,clear sky
439,Umm Lajj,SA,25.0213,37.2685,80.76,69,1,11.83,clear sky
440,Cavalcante,BR,-13.7975,-47.4583,77.85,36,14,5.01,few clouds
441,Cuzama,MX,20.7333,-89.3167,84.94,89,29,6.31,scattered clouds
442,Cairns,AU,-16.9167,145.7667,84.11,71,40,10.36,scattered clouds
443,Khatima,IN,28.9167,79.9667,77.13,74,8,4.41,clear sky
444,Tallahassee,US,30.4383,-84.2807,80.62,85,20,3.44,few clouds
445,Strezhevoy,RU,60.7333,77.5889,30.18,95,59,6.46,broken clouds
446,Copiapo,CL,-27.3667,-70.3333,51.49,43,0,0.54,clear sky
447,Havre-Saint-Pierre,CA,50.2334,-63.5986,51.8,93,90,5.75,overcast clouds
448,Polunochnoye,RU,60.8697,60.4153,28.35,95,100,3.22,overcast clouds
449,Xingyi,CN,24.1877,102.817,64.11,80,0,2.59,clear sky
450,Henties Bay,NA,-22.116,14.2845,57.85,89,100,6.49,overcast clouds
451,Amapa,BR,1.0,-52.0,73.69,76,4,3.33,clear sky
452,Gornyy,RU,55.1153,83.9059,29.55,92,10,4.03,clear sky
453,Saint-Leu,RE,-21.15,55.2833,68.83,72,60,0.83,broken clouds
454,Beloha,MG,-25.1667,45.05,71.02,55,9,10.56,clear sky
455,Ubata,BR,-14.2139,-39.5228,67.01,99,29,1.01,scattered clouds
456,Bani Walid,LY,31.7566,13.9942,71.01,49,3,7.14,clear sky
457,Blagoyevo,RU,63.3667,47.9167,35.73,94,99,0.89,overcast clouds
458,Kattivakkam,IN,13.2167,80.3167,80.69,69,100,15.46,overcast clouds
459,San Cristobal,VE,7.7669,-72.225,75.38,97,67,3.47,broken clouds
460,Takoradi,GH,4.8845,-1.7554,76.03,89,100,6.38,light rain
461,Sapulpa,US,35.9987,-96.1142,87.51,35,1,6.91,clear sky
462,Impfondo,CG,1.6381,18.0667,69.06,95,59,2.8,broken clouds
463,Port Hawkesbury,CA,45.6169,-61.3485,60.39,81,1,1.99,clear sky
464,Severomuysk,RU,56.1481,113.4267,22.75,85,99,4.72,overcast clouds
465,Makakilo City,US,21.3469,-158.0858,89.92,48,1,9.22,clear sky
466,Tilichiki,RU,60.4667,166.1,41.85,58,100,8.57,overcast clouds
467,Okhotsk,RU,59.3833,143.3,46.94,85,100,8.55,light rain
468,Conceicao Do Araguaia,BR,-8.2578,-49.2647,81.16,50,6,0.83,clear sky
469,Simpang Empat,MY,4.95,100.6333,78.82,91,97,1.48,overcast clouds
470,Shimoda,JP,34.6667,138.95,70.16,70,59,17.2,broken clouds
471,Varzea Da Palma,BR,-17.5981,-44.7308,81.73,35,97,8.1,overcast clouds
472,Hami,CN,42.8,93.45,66.83,18,0,1.97,clear sky
473,Vigrestad,NO,58.5667,5.7,55.0,79,1,3.47,clear sky
474,Xuddur,SO,4.1213,43.8894,70.59,74,20,15.52,few clouds
475,Det Udom,TH,14.906,105.0784,78.62,79,39,2.91,scattered clouds
476,Kasongo-Lunda,CD,-6.4667,16.8167,71.46,94,97,1.77,overcast clouds
477,Marrakesh,MA,31.6315,-8.0083,69.87,68,0,9.22,clear sky
478,Chokwe,MZ,-24.5333,32.9833,73.09,44,30,6.98,scattered clouds
479,Angoche,MZ,-16.2325,39.9086,71.6,87,8,6.96,clear sky
480,Teacapan,MX,22.55,-105.75,81.59,78,0,4.54,clear sky
481,Noumea,NC,-22.2763,166.4572,78.78,70,38,13.65,scattered clouds
482,Sam Roi Yot,TH,12.2708,99.872,78.78,80,44,2.44,scattered clouds
483,Tateyama,JP,34.9833,139.8667,76.01,71,81,15.14,broken clouds
484,Hailar,CN,49.2,119.7,55.81,53,99,5.19,overcast clouds
485,Chongwe,ZM,-15.3292,28.682,70.68,40,100,3.62,overcast clouds
486,Samarinda,ID,-0.5,117.15,83.75,73,100,2.37,overcast clouds
487,Ginir,ET,7.1333,40.7,62.29,69,100,4.43,overcast clouds
488,Margate,GB,51.3813,1.3862,56.91,80,1,1.99,clear sky
489,Mason City,US,43.1536,-93.201,73.65,56,1,8.05,clear sky
490,Rock Sound,BS,24.9,-76.2,82.22,72,100,15.77,overcast clouds
491,Mount Gambier,AU,-37.8333,140.7667,58.91,58,40,12.66,scattered clouds
492,Guaruja,BR,-23.9931,-46.2564,80.17,84,0,6.04,clear sky
493,Qaqortoq,GL,60.7167,-46.0333,33.87,47,0,1.99,clear sky
494,Dubbo,AU,-32.25,148.6167,68.13,56,75,12.66,broken clouds
495,Severodvinsk,RU,64.5635,39.8302,33.91,91,36,6.22,scattered clouds
496,San Felipe,VE,10.3399,-68.7425,74.88,87,2,3.4,clear sky
497,Xinzhou,CN,38.4092,112.7333,64.54,68,100,2.95,overcast clouds
498,Severnyy,RU,50.677,36.5532,46.44,93,0,4.47,clear sky
499,Tabas,IR,33.5959,56.9244,74.5,25,0,2.37,clear sky
500,Hastings,GB,50.8552,0.5729,56.95,91,2,12.33,clear sky
501,Hannan,JP,34.3217,135.2325,74.73,73,75,4.61,broken clouds
502,San Quintin,MX,30.4833,-115.95,68.74,76,85,15.19,overcast clouds
503,Road Town,VG,18.4167,-64.6167,83.19,75,2,12.08,clear sky
504,Caramay,PH,10.1815,119.236,84.85,72,19,2.66,few clouds
505,Ahuimanu,US,21.4447,-157.8378,91.11,64,75,12.66,broken clouds
506,Cuamba,MZ,-14.8031,36.5372,72.43,53,5,5.84,clear sky
507,Yenagoa,NG,4.9247,6.2642,73.83,96,33,3.4,scattered clouds
508,Sudislavl,RU,57.8817,41.7083,37.11,97,46,6.73,scattered clouds
509,Imeni Poliny Osipenko,RU,52.4201,136.4853,62.1,56,0,6.51,clear sky
510,Bucerias,MX,20.75,-105.3333,80.24,83,100,0.98,overcast clouds
511,Sisophon,KH,13.5859,102.9737,80.96,83,24,1.21,few clouds
512,Fuerte Olimpo,PY,-21.0415,-57.8738,84.58,40,21,5.79,few clouds
513,Valley,US,45.1277,-116.1262,65.01,31,55,8.03,broken clouds
514,Meulaboh,ID,4.1363,96.1285,78.46,82,100,10.74,overcast clouds
515,Sovetskiy,RU,61.3614,63.5842,30.2,90,14,4.03,few clouds
516,Biak,ID,-0.9131,122.8766,81.41,69,100,3.91,overcast clouds
517,Rudraprayag,IN,30.2833,78.9833,71.71,90,9,3.22,clear sky
518,Mollendo,PE,-17.0231,-72.0147,60.76,79,68,3.6,broken clouds
519,Beringovskiy,RU,63.05,179.3167,39.22,68,100,4.16,overcast clouds
520,Yulara,AU,-25.2406,130.9889,75.04,22,0,9.22,clear sky
521,Zonguldak,TR,41.25,31.8333,48.47,90,0,3.42,clear sky
522,Poum,NC,-20.2333,164.0167,71.47,72,71,10.04,broken clouds
523,Cozumel,MX,20.5083,-86.9458,82.99,90,3,1.01,clear sky
524,Nanortalik,GL,60.1432,-45.2371,34.48,68,0,2.19,clear sky
525,Gat,IL,31.61,34.7642,72.39,69,2,6.64,clear sky
526,Padang,ID,-0.9492,100.3543,78.85,79,56,2.37,broken clouds
527,Karasjok,NO,69.4719,25.5112,50.11,91,100,10.58,overcast clouds
528,Semey,KZ,50.4111,80.2275,39.42,81,0,2.24,clear sky
529,Shangrao,CN,28.4532,117.9686,82.51,56,69,5.19,broken clouds
530,Dwarka,IN,22.2394,68.9678,82.45,79,84,5.97,broken clouds
531,Dongsheng,CN,39.8161,109.9776,60.73,54,0,17.67,clear sky
532,Miles City,US,46.4083,-105.8406,86.97,13,1,4.61,clear sky
533,Jabinyanah,TN,35.035,10.9081,80.4,78,67,8.32,broken clouds
534,Surin,TH,14.8818,103.4936,77.38,85,55,5.59,broken clouds
535,Bandarbeyla,SO,9.4942,50.8122,76.96,87,76,17.52,broken clouds
536,Gadsden,US,34.0143,-86.0066,72.36,89,10,3.44,clear sky
537,Ingham,US,42.6,-84.3833,71.22,78,1,8.05,clear sky
538,Menongue,AO,-14.6585,17.691,63.82,32,63,4.65,broken clouds
539,Douglas,US,41.3,-96.167,85.48,56,1,1.01,clear sky
540,Erdemli,TR,36.605,34.3084,75.29,51,0,9.75,clear sky
541,Nosy Varika,MG,-20.5833,48.5333,66.04,86,5,4.34,clear sky
542,Syracuse,IT,37.0881,15.2792,78.39,78,99,4.56,overcast clouds
543,Namibe,AO,-15.1961,12.1522,62.67,88,39,1.05,scattered clouds
544,Sesimbra,PT,38.4445,-9.1015,65.86,89,100,7.99,overcast clouds
545,La Orilla,MX,17.9833,-102.2333,80.17,79,100,2.17,overcast clouds
546,Mutsu,JP,41.2894,141.2169,72.0,64,100,15.28,overcast clouds
547,Korla,CN,41.7597,86.1469,66.74,24,0,5.06,clear sky
548,Lima,PE,-12.0432,-77.0282,60.39,95,0,9.22,clear sky
549,Tarko-Sale,RU,64.9225,77.785,31.44,78,40,7.54,scattered clouds
550,Nioki,CD,-2.7167,17.6833,70.57,94,100,1.03,overcast clouds
551,Rafaela,AR,-31.2503,-61.4867,72.99,52,100,1.99,overcast clouds
552,Bulawayo,ZW,-20.15,28.5833,63.21,39,0,5.53,clear sky
553,Diamantino,BR,-14.4086,-56.4461,82.44,46,57,4.05,broken clouds
554,Stornoway,GB,58.2093,-6.3865,49.96,81,100,20.71,overcast clouds
555,Touba,CI,8.2833,-7.6833,69.31,95,100,2.86,light rain
556,Wukari,NG,7.85,9.7833,72.63,92,54,5.14,light rain
557,Dezhou,CN,37.4486,116.2925,68.74,83,100,1.25,overcast clouds
558,Zhob,PK,31.3411,69.4481,73.53,55,0,0.69,clear sky
559,Samarai,PG,-10.6167,150.6667,80.22,81,71,12.21,broken clouds
560,Nishihara,JP,26.1842,127.7558,83.86,74,40,12.66,scattered clouds
561,Palana,RU,59.1167,159.9667,39.69,84,100,19.22,light rain
562,Tete,MZ,-16.1564,33.5867,76.59,50,11,3.56,few clouds
563,Blackwater,AU,-23.5833,148.8833,72.77,60,100,16.42,overcast clouds
564,Rizon,GR,40.7339,22.1358,72.41,99,84,1.25,broken clouds
565,Gorin,RU,51.1983,136.6669,65.32,52,1,5.46,clear sky
566,Londonderry,GB,54.9981,-7.3093,46.78,93,89,8.39,overcast clouds
567,Ostrovnoy,RU,68.0531,39.5131,46.02,88,100,4.97,overcast clouds
568,Dejen,ET,10.1667,38.1333,51.55,82,79,2.33,broken clouds
569,Collie,AU,-33.3667,116.15,54.99,67,51,6.8,broken clouds
570,Youhao,CN,47.8667,128.8333,61.86,73,0,3.56,clear sky
571,Thinadhoo,MV,0.5333,72.9333,83.07,72,84,14.83,broken clouds
572,Pedasi,PA,7.5333,-80.0333,81.07,82,100,6.31,overcast clouds
573,Imbituba,BR,-28.24,-48.6703,70.83,93,4,11.7,clear sky
574,Gazojak,TM,41.1875,61.4036,59.34,44,0,3.0,clear sky
575,Clyde River,CA,70.4692,-68.5914,27.63,88,23,12.26,few clouds
576,Mezen,RU,65.8522,44.24,41.27,96,100,5.35,overcast clouds
577,Moratuwa,LK,6.773,79.8816,78.82,86,99,14.79,overcast clouds
578,Zunyi,CN,27.6867,106.9072,73.49,76,0,2.64,clear sky
579,Ulaanbaatar,MN,47.9077,106.8832,32.13,80,75,11.18,broken clouds
580,Mehamn,NO,71.0357,27.8492,52.47,75,100,10.27,overcast clouds
581,Antequera,ES,37.0194,-4.5612,64.45,45,92,2.51,overcast clouds
582,Llallagua,BO,-18.4167,-66.6333,51.1,48,3,11.05,clear sky
583,Buala,SB,-8.145,159.5921,80.58,81,100,5.14,moderate rain
584,Nara,JP,34.6851,135.8049,76.5,58,74,5.03,broken clouds
585,Memari,IN,23.2,88.1167,80.46,92,99,5.46,overcast clouds
586,Vila Velha,BR,-20.3297,-40.2925,75.15,83,75,11.5,broken clouds
587,Gouyave,GD,12.1646,-61.7296,79.57,89,20,2.3,few clouds
588,Kavaratti,IN,10.5669,72.642,81.43,78,100,20.74,overcast clouds
589,Porosozero,RU,62.7191,32.727,40.14,94,17,1.34,few clouds
590,Macanal,CO,4.9721,-73.3196,59.2,96,51,2.8,broken clouds
591,Sulangan,PH,11.1373,123.7228,83.5,73,99,7.49,overcast clouds
592,Simpang,ID,-1.2667,104.0833,80.2,85,100,2.08,overcast clouds
593,Hervey Bay,AU,-25.2986,152.8535,72.03,58,100,12.66,overcast clouds
594,North Bend,US,43.4065,-124.2243,57.92,97,75,8.05,broken clouds
595,Chifeng,CN,42.2683,118.9636,65.16,53,100,6.17,overcast clouds
596,Ndele,CF,8.4109,20.6473,69.49,98,100,5.08,moderate rain
597,Sinnamary,GF,5.3833,-52.95,79.95,83,99,10.47,overcast clouds
598,Yendi,GH,9.4427,-0.0099,75.36,88,97,4.83,overcast clouds
599,Shintomi,JP,32.0785,131.4723,76.32,86,100,8.59,overcast clouds
600,Pierre,US,44.3683,-100.351,85.12,42,1,3.0,clear sky
601,Tchollire,CM,8.4022,14.1698,70.95,94,100,2.48,light rain
602,Kindu,CD,-2.95,25.95,68.27,98,100,0.29,moderate rain
603,Bukachacha,RU,52.9833,116.9167,40.21,57,88,0.94,overcast clouds
604,Etla,MX,17.0608,-96.7944,70.39,56,75,5.75,broken clouds
605,Yumen,CN,40.2833,97.2,64.63,18,0,4.32,clear sky
606,Dvinskoy,RU,62.1535,45.1175,36.93,95,96,2.77,overcast clouds
607,Zhanakorgan,KZ,43.9098,67.2495,57.61,48,0,8.72,clear sky
608,Killybegs,IE,54.6333,-8.45,46.45,81,97,15.46,overcast clouds
609,Bacolod,PH,10.6667,122.95,83.07,81,87,8.37,overcast clouds
610,Carman,CA,49.4992,-98.0016,74.32,38,38,10.36,scattered clouds
611,Mandalgovi,MN,45.7625,106.2708,35.76,40,16,27.04,few clouds
612,Lucapa,AO,-8.4192,20.7447,64.85,94,100,2.44,overcast clouds
613,Tres Arroyos,AR,-38.3739,-60.2798,39.9,89,0,6.93,clear sky
614,Swidwin,PL,53.7746,15.7767,58.37,65,100,11.41,light rain
615,Tucuman,AR,-26.8241,-65.2226,75.2,50,20,4.61,few clouds
616,Savannah Bight,HN,16.45,-85.85,84.25,75,11,15.5,few clouds
617,Pineville,US,31.3224,-92.4343,82.29,73,1,6.91,clear sky
618,General Pico,AR,-35.6566,-63.7568,45.41,93,0,7.05,clear sky
619,Barguzin,RU,53.6167,109.6167,37.85,66,55,7.45,broken clouds
620,Pekalongan,ID,-6.8886,109.6753,84.02,71,100,3.11,overcast clouds
621,Chepareria,KE,1.3077,35.2039,63.27,74,97,2.55,overcast clouds
622,Martapura,ID,-3.4167,114.85,78.89,89,20,4.61,few clouds
623,Ghorawal,IN,24.7667,82.7833,76.08,87,14,6.06,few clouds
624,Bahir Dar,ET,11.5936,37.3908,57.76,88,50,3.4,scattered clouds
625,Gondanglegi,ID,-7.7479,112.0132,81.93,60,63,15.68,broken clouds
626,Mitsamiouli,KM,-11.3847,43.2844,76.64,73,2,2.01,clear sky
627,Grahamstown,ZA,-33.3042,26.5328,54.48,85,100,10.8,overcast clouds
628,Lubao,PH,14.9167,120.55,86.14,76,68,2.42,broken clouds
629,Astoria,US,46.1879,-123.8313,60.87,86,75,12.66,broken clouds
630,Bull Savanna,JM,17.8868,-77.5902,78.67,78,28,0.6,scattered clouds
631,Ponta Delgada,PT,37.7333,-25.6667,70.5,88,20,8.05,few clouds
632,Karratha,AU,-20.7377,116.8463,78.64,23,95,9.1,overcast clouds
633,Tevaitoa,PF,-16.7833,-151.5,79.29,74,10,15.48,clear sky
634,Ericeira,PT,38.9627,-9.4156,67.3,87,80,13.71,broken clouds
635,Del Rio,US,29.3627,-100.8968,91.51,40,1,9.22,clear sky
636,Ozernovskiy,RU,51.5,156.5167,49.32,83,100,5.7,overcast clouds
637,Darnah,LY,32.767,22.6367,73.67,74,6,17.2,clear sky
638,Alanya,TR,36.5438,31.9998,66.33,31,0,4.32,clear sky
639,Balabac,PH,7.9868,117.0645,84.54,69,94,0.29,overcast clouds
640,Mandera,KE,3.9366,41.867,76.03,64,11,13.58,few clouds
641,Kigonsera,TZ,-10.8,35.05,61.02,55,10,2.66,clear sky
642,Dharmapuri,IN,12.1333,78.1667,71.13,88,100,4.61,overcast clouds
643,Salalah,OM,17.0151,54.0924,80.69,83,20,2.3,few clouds
644,Kamenolomni,RU,47.6685,40.2051,57.31,79,99,6.38,overcast clouds
645,Les Cayes,HT,18.2,-73.75,78.96,83,12,3.58,few clouds
646,Wangaratta,AU,-36.3667,146.3333,68.2,59,90,2.3,overcast clouds
647,Chapleau,CA,47.8405,-83.4034,44.69,81,20,4.61,few clouds
648,Nchelenge,ZM,-9.3451,28.734,74.44,67,100,3.4,overcast clouds
649,Mana,GF,5.6592,-53.7767,80.35,82,19,10.0,few clouds
650,Zhezkazgan,KZ,47.8043,67.7144,54.27,81,100,12.55,overcast clouds
651,Rio Gallegos,AR,-51.6226,-69.2181,48.25,43,0,8.05,clear sky
652,Ishinomaki,JP,38.4167,141.3,66.2,64,97,4.12,overcast clouds
653,Xai-Xai,MZ,-25.0519,33.6442,71.37,51,70,9.24,broken clouds
654,Buluang,PH,13.3068,123.3425,84.18,79,47,3.02,scattered clouds
655,Asfi,MA,32.2994,-9.2372,67.01,85,61,12.33,broken clouds
656,Port Hedland,AU,-20.3167,118.5667,78.85,18,100,16.11,overcast clouds
657,Muzhi,RU,65.3667,64.6667,33.48,79,100,7.58,overcast clouds
658,Fukumitsu,JP,36.55,136.8667,78.1,55,99,0.31,overcast clouds
659,Florianopolis,BR,-27.6146,-48.5012,68.4,89,40,9.22,scattered clouds
660,Luanda,AO,-8.8368,13.2343,72.91,84,100,6.2,overcast clouds
661,Saint-Augustin,CA,51.226,-58.6502,50.88,86,0,14.72,clear sky
662,Hamilton,US,39.1834,-84.5333,77.09,66,1,1.01,clear sky
663,Seoul,KR,37.5683,126.9778,70.99,73,75,9.22,broken clouds
664,Aliwal North,ZA,-30.6937,26.7114,62.71,30,6,4.72,clear sky
665,Erenhot,CN,43.6475,111.9767,66.27,37,23,20.0,few clouds
666,Bonthe,SL,7.5264,-12.505,76.1,85,100,9.6,overcast clouds
667,San Rafael,AR,-34.6177,-68.3301,57.07,32,0,7.23,clear sky
668,Novoagansk,RU,61.9449,76.6625,31.53,93,30,6.96,scattered clouds
669,Pauini,BR,-7.7136,-66.9764,72.3,95,9,1.79,clear sky
670,Muisne,EC,0.6,-80.0333,74.8,85,96,8.19,overcast clouds
671,Zlatograd,BG,41.3833,25.1,61.34,70,7,3.8,clear sky
672,Catuday,PH,16.2923,119.8062,82.56,75,93,5.32,overcast clouds
673,Banepa,NP,27.6298,85.5214,64.72,100,75,0.0,broken clouds
674,Talaya,RU,61.3833,152.75,33.75,86,100,5.21,light rain
675,Pangnirtung,CA,66.1451,-65.7125,32.83,66,100,1.36,overcast clouds
676,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.43,84,36,12.95,scattered clouds
677,Fortuna,US,40.5982,-124.1573,60.93,75,75,0.0,broken clouds
678,Muli,MV,2.9167,73.5667,82.13,79,92,15.5,overcast clouds
679,Ishigaki,JP,24.3448,124.1572,84.33,79,20,11.5,few clouds
680,Parana,AR,-31.732,-60.5238,73.56,65,4,12.53,clear sky
681,Canutama,BR,-6.5339,-64.3831,73.45,92,5,2.75,clear sky
682,La Baule-Escoublac,FR,47.2922,-2.364,58.87,93,0,0.0,clear sky
683,Sao Caitano,BR,-8.3258,-36.1428,68.18,87,99,11.32,overcast clouds
684,Camacha,PT,33.0833,-16.3333,68.76,78,20,5.75,few clouds
685,Port-Gentil,GA,-0.7193,8.7815,77.4,83,79,10.29,broken clouds
686,Kismayo,SO,-0.3582,42.5454,78.73,73,50,15.46,scattered clouds
687,Shitanjing,CN,39.2342,106.3439,66.97,35,0,6.06,clear sky
688,Kariba,ZW,-16.5167,28.8,72.79,42,0,4.61,clear sky
689,Hailey,US,43.5196,-114.3153,73.26,14,1,6.91,clear sky
690,Batticaloa,LK,7.7102,81.6924,82.29,62,99,9.46,overcast clouds
691,Pacific Grove,US,36.6177,-121.9166,77.4,84,1,4.0,clear sky
692,Lazaro Cardenas,MX,17.9583,-102.2,80.73,78,100,2.39,overcast clouds
693,Warrington,GB,53.3925,-2.5802,51.85,88,20,1.01,light rain
694,Boulder City,US,35.9786,-114.8325,91.15,30,1,17.27,clear sky
695,Buffalo,US,42.8865,-78.8784,70.12,78,75,9.22,broken clouds
696,Uray,RU,60.1247,64.7758,29.79,93,2,6.13,clear sky
697,Sioux Lookout,CA,50.1001,-91.917,59.38,71,40,2.3,scattered clouds
698,Tonantins,BR,-2.8731,-67.8022,73.4,94,18,1.66,few clouds
699,San Carlos,VE,9.6612,-68.5827,74.12,93,55,1.95,broken clouds
700,Sulphur,US,30.2366,-93.3774,82.38,88,40,6.91,scattered clouds
701,Belaya Gora,RU,68.5333,146.4167,28.83,66,89,15.52,overcast clouds
702,Thai Binh,VN,20.45,106.3333,82.4,83,41,3.42,scattered clouds
703,Azul,AR,-36.777,-59.8585,41.0,96,0,6.91,clear sky
704,Zhangye,CN,38.9342,100.4517,65.53,23,0,4.21,clear sky
705,Qeshm,IR,26.9581,56.2719,84.09,73,6,5.08,clear sky
706,Tomatlan,MX,19.9333,-105.25,77.92,91,100,3.11,overcast clouds
707,Bumbuna,SL,9.05,-11.7333,69.89,96,100,1.3,overcast clouds
708,Tavares,US,28.8042,-81.7256,81.0,67,1,1.99,clear sky
709,Boone,US,39.0334,-92.3335,82.87,55,0,8.63,clear sky
710,Batagay-Alyta,RU,67.8006,130.4114,30.52,82,94,3.85,overcast clouds
711,Sobolevo,RU,54.4299,31.8996,45.57,91,100,6.11,overcast clouds
712,Iberia,US,29.9502,-91.7507,79.05,89,20,5.75,few clouds
713,Urucui,BR,-7.2294,-44.5561,84.4,35,32,5.06,scattered clouds
714,La Asuncion,VE,11.0333,-63.8628,80.51,83,60,5.79,broken clouds
715,Aktau,KZ,43.65,51.2,57.78,61,81,12.95,broken clouds
716,Benin,BJ,9.5,2.25,71.1,96,81,3.91,broken clouds
717,Eureka,US,40.8021,-124.1637,61.2,94,100,1.01,overcast clouds
718,Suntar,RU,62.1444,117.6319,35.91,76,71,11.54,broken clouds
